,celeb_bd,partner_bd,celeb_nominated,partner_nominated,marriage_status,celeb_gender,partner_gender
 Brooks Laich / Julianne Hough,1988-7-20,1983-6-23,False,False,"
(8 July 2017            - 
present) (    separated)          ",Female,Male
 Taran Killam / Cobie Smulders,1982-4-3,1982-4-1,False,False,"
(8 September 2012            - 
present) (    2 children)          ",Female,Male
               Alex Cowper-Smith          / Alice Eve,1982-2-6,-1,False,False,"
(31 December 2014            - 
2017) (    divorced)          ",Female,-1
 Bryan Greenberg / Jamie Chung,1983-4-10,1978-5-24,False,False,"
(31 October 2015            - 
present)          ",Female,Male
 Ola Rapace / Noomi Rapace,1979-12-28,1971-12-3,False,False,"
(2001            - 
2011) (    divorced) (    1 child)          ",Female,Male
 Ryan Reynolds / Blake Lively,1987-8-25,1976-10-23,False,True,"
(9 September 2012            - 
present) (    3 children)          ",Female,Male
 Brent Bushnell / Maggie Grace,1983-9-21,-1,False,False,"
(28 May 2017            - 
present)          ",Female,Male
 Justin Timberlake / Jessica Biel,1982-3-3,1981-1-31,True,True,"
(19 October 2012            - 
present) (    1 child)          ",Female,Male
               Margaret (Parky) DeVogelaere          / Peter Fonda,1940-2-23,-1,True,False,"
(19 June 2011            - 
16 August 2019) (    his death)          ",Male,-1
"               Portia Rebecca ""Becky"" Crockett          / Peter Fonda",1940-2-23,-1,True,False,"
(11 November 1975            - 
2011) (    divorced)          ",Male,-1
 Susan Brewer / Peter Fonda,1940-2-23,-1,True,False,"
(8 October 1961            - 
15 April 1974) (    divorced) (    2 children)          ",Male,Female
 Laura Louie / Woody Harrelson,1961-7-23,-1,True,False,"
(28 December 2008            - 
present) (    3 children)          ",Male,-1
 Nancy Simon / Woody Harrelson,1961-7-23,-1,True,False,"
(29 June 1985            - 
20 January 1986) (    divorced)          ",Male,-1
 Connie Angland / Billy Bob Thornton,1955-8-4,1964-10-22,True,False,"
(22 October 2014            - 
present) (    1 child)          ",Male,Female
 Angelina Jolie / Billy Bob Thornton,1955-8-4,1975-6-4,True,True,"
(5 May 2000            - 
27 May 2003) (    divorced)          ",Male,Female
 Pietra Thornton / Billy Bob Thornton,1955-8-4,-1,True,False,"
(18 February 1993            - 
1997) (    divorced) (    2 children)          ",Male,Female
 Cynda Williams / Billy Bob Thornton,1955-8-4,1966-5-17,True,False,"
(1990            - 
1992) (    divorced)          ",Male,Female
 Toni Lawrence / Billy Bob Thornton,1955-8-4,1948-4-4,True,False,"
(5 April 1986            - 
1988) (    divorced)          ",Male,Female
               Melissa Lee Gatlin          / Billy Bob Thornton,1955-8-4,-1,True,False,"
(1978            - 
1980) (    divorced) (    1 child)          ",Male,-1
 Sabrina Dhowre / Idris Elba,1972-9-6,-1,True,False,"
(26 April 2019            - 
present)          ",Male,-1
               Sonya Hamlin          / Idris Elba,1972-9-6,-1,True,False,"
(9 April 2006            - 
11 August 2006) (    divorced)          ",Male,-1
               Kim Nørgaard          / Idris Elba,1972-9-6,-1,True,False,"
(June 1999            - 
2003) (    divorced) (    1 child)          ",Male,-1
 Gina Torres / Laurence Fishburne,1961-7-30,1969-4-25,True,False,"
(22 September 2002            - 
11 May 2018) (    divorced) (    1 child)          ",Male,Female
 Hajna O. Moss / Laurence Fishburne,1961-7-30,1963-0-0,True,False,"
(1985            - 
199?) (    divorced) (    2 children)          ",Male,Female
               Dolours Price          / Stephen Rea,1946-10-31,-1,True,False,"
(1983            - 
2003) (    divorced) (    2 children)          ",Male,-1
 Annette Bening / Warren Beatty,1937-3-30,1958-5-29,True,True,"
(3 March 1992            - 
present) (    4 children)          ",Male,Female
 Ann Turkel / Richard Harris,1930-10-1,1946-7-16,True,True,"
(7 June 1974            - 
1982) (    divorced)          ",Male,Female
 Elizabeth Rees / Richard Harris,1930-10-1,1936-5-1,True,False,"
(9 February 1957            - 
1969) (    divorced) (    3 children)          ",Male,Female
 Lindsay Brunnock / Kenneth Branagh,1960-12-10,1970-0-0,True,False,"
(24 May 2003            - 
present)          ",Male,-1
 Emma Thompson / Kenneth Branagh,1960-12-10,1959-4-15,True,True,"
(20 August 1989            - 
1 October 1995) (    divorced)          ",Male,Female
 Lymari Nadal / Edward James Olmos,1947-2-24,1978-2-11,True,False,"
(2002            - 
present)          ",Male,Female
 Lorraine Bracco / Edward James Olmos,1947-2-24,1954-10-2,True,True,"
(28 January 1994            - 
4 March 2002) (    divorced)          ",Male,Female
 Kaija Keel / Edward James Olmos,1947-2-24,1950-1-14,True,False,"
(29 December 1971            - 
1992) (    divorced) (    2 children)          ",Male,Female
 Catherine Brelet / Max von Sydow,1929-4-10,-1,True,False,"
(30 April 1997            - 
8 March 2020) (    his death) (    2 children)          ",Male,-1
 Christina Olin / Max von Sydow,1929-4-10,-1,True,False,"
(1 August 1951            - 
1979) (    divorced) (    2 children)          ",Male,Female
               Andrea Beckett          / Bruce Dern,1936-6-4,-1,True,False,"
(20 October 1969            - 
present)          ",Male,-1
 Diane Ladd / Bruce Dern,1936-6-4,1935-11-29,True,True,"
(1960            - 
18 September 1969) (    divorced) (    2 children)          ",Male,Female
               Marie Dawn Pierce          / Bruce Dern,1936-6-4,-1,True,False,"
(7 September 1957            - 
1959) (    divorced)          ",Male,-1
               Linda Banwell          / Bob Hoskins,1942-10-26,-1,True,False,"
(1982            - 
29 April 2014) (    his death) (    2 children)          ",Male,-1
               Jane Livesey          / Bob Hoskins,1942-10-26,-1,True,False,"
(1967            - 
1978) (    divorced) (    2 children)          ",Male,-1
 Sarah Owen / James Woods,1947-4-18,1963-0-0,True,False,"
(2 June 1989            - 
1990) (    divorced)          ",Male,Female
 Kathryn Morrison / James Woods,1947-4-18,-1,True,False,"
(31 August 1980            - 
20 September 1983) (    divorced)          ",Male,-1
               Lois Fleishman Clarke          / James Garner,1928-4-7,-1,True,False,"
(17 August 1956            - 
19 July 2014) (    his death) (    2 children)          ",Male,-1
               Lynn Louisa Woodruff          / Sam Waterston,1940-11-15,-1,True,False,"
(26 January 1976            - 
present) (    3 children)          ",Male,-1
               Barbara Rutledge Johns          / Sam Waterston,1940-11-15,-1,True,False,"
(28 December 1964            - 
16 September 1975) (    divorced) (    1 child)          ",Male,-1
 Pene Delmage / Albert Finney,1936-5-9,-1,True,False,"
(2006            - 
7 February 2019) (    his death)          ",Male,-1
 Anouk Aimée / Albert Finney,1936-5-9,1932-4-27,True,True,"
(7 August 1970            - 
1978) (    divorced)          ",Male,Female
 Jane Wenham / Albert Finney,1936-5-9,1927-11-26,True,False,"
(1 November 1957            - 
14 December 1961) (    divorced) (    1 child)          ",Male,Female
 Kara Wilson / Tom Conti,1941-11-22,1944-6-18,True,False,"
(2 July 1967            - 
present) (    1 child)          ",Male,Female
               Isabel Crossley          / Tom Courtenay,1937-2-25,-1,True,False,"
(August 1988            - 
present)          ",Male,-1
 Cheryl Kennedy / Tom Courtenay,1937-2-25,1947-4-29,True,False,"
(12 January 1973            - 
1982) (    divorced)          ",Male,Female
               Nicole Rothschild          / Dudley Moore,1935-4-19,-1,True,False,"
(16 April 1994            - 
1998) (    divorced) (    1 child)          ",Male,-1
 Brogan Lane / Dudley Moore,1935-4-19,1955-0-0,True,False,"
(21 February 1988            - 
1991) (    divorced)          ",Male,Female
 Tuesday Weld / Dudley Moore,1935-4-19,1943-8-27,True,True,"
(20 September 1975            - 
18 July 1980) (    divorced) (    1 child)          ",Male,Female
 Suzy Kendall / Dudley Moore,1935-4-19,1937-1-1,True,False,"
(15 June 1968            - 
15 September 1972) (    divorced)          ",Male,Female
 Anwen Rees-Myers / John Hurt,1940-1-22,-1,True,False,"
(March 2005            - 
25 January 2017) (    his death)          ",Male,Female
 Jo Dalton / John Hurt,1940-1-22,-1,True,False,"
(24 January 1990            - 
1996) (    divorced) (    2 children)          ",Male,-1
               Donna Peacock          / John Hurt,1940-1-22,-1,True,False,"
(6 September 1984            - 
1990) (    divorced)          ",Male,-1
 Annette Robertson / John Hurt,1940-1-22,1940-0-0,True,False,"
(1962            - 
1964) (    divorced)          ",Male,Female
 Nick Jonas / Priyanka Chopra,1982-7-18,1992-9-16,False,True,"
(1 December 2018            - 
present)          ",Female,Male
 Noah Baumbach / Greta Gerwig,1983-8-4,1969-9-3,True,True,"
(?            - 
present) (    1 child)          ",Female,Male
 E.E. Fogelson / Greer Garson,1904-9-29,1900-2-16,True,False,"
(15 July 1949            - 
1 December 1987) (    his death)          ",Female,Male
 Richard Ney / Greer Garson,1904-9-29,1916-11-12,True,False,"
(24 July 1943            - 
4 October 1948) (    divorced)          ",Female,Male
               Edward Alec Abbot Snelson          / Greer Garson,1904-9-29,-1,True,False,"
(28 September 1933            - 
7 June 1943) (    divorced)          ",Female,-1
 Frederick Brisson / Rosalind Russell,1907-6-4,1912-3-17,True,False,"
(25 October 1941            - 
28 November 1976) (    her death) (    1 child)          ",Female,Male
 Richie Palmer / Raquel Welch,1940-9-5,1954-10-12,True,False,"
(17 July 1999            - 
2004) (    divorced)          ",Female,Male
 André Weinfeld / Raquel Welch,1940-9-5,1947-4-6,True,False,"
(5 July 1980            - 
27 August 1990) (    divorced)          ",Female,Male
 Patrick Curtis / Raquel Welch,1940-9-5,1939-6-15,True,False,"
(14 February 1967            - 
6 January 1972) (    divorced)          ",Female,Male
               James Westley Welch          / Raquel Welch,1940-9-5,-1,True,False,"
(8 May 1959            - 
1964) (    divorced) (    2 children)          ",Female,-1
 John Byrum / Linda Fiorentino,1958-3-9,1947-3-14,False,False,"
(23 June 1992            - 
1993) (    divorced)          ",Female,Male
 Colin Friels / Judy Davis,1955-4-23,1952-9-25,True,False,"
(30 October 1984            - 
present) (    2 children)          ",Female,Male
 André Previn / Mia Farrow,1945-2-9,1929-4-6,True,True,"
(10 September 1970            - 
31 January 1979) (    divorced) (    6 children)          ",Female,Male
 Frank Sinatra / Mia Farrow,1945-2-9,1915-12-12,True,True,"
(19 July 1966            - 
16 August 1968) (    divorced)          ",Female,Male
 William Friedkin / Jeanne Moreau,1928-1-23,1935-8-29,False,True,"
(8 February 1977            - 
1979) (    divorced)          ",Female,Male
 Jean-Louis Richard / Jeanne Moreau,1928-1-23,1927-5-17,False,True,"
(27 September 1949            - 
1951) (    divorced) (    1 child)          ",Female,Male
 Fred Karger / Jane Wyman,1917-1-5,1916-2-13,True,False,"
(1 November 1952            - 
7 December 1954) (    divorced)          ",Female,Male
 Ronald Reagan / Jane Wyman,1917-1-5,1911-2-6,True,False,"
(26 January 1940            - 
18 July 1949) (    divorced) (    3 children)          ",Female,Male
               Myron Futterman          / Jane Wyman,1917-1-5,-1,True,False,"
(29 June 1937            - 
5 December 1938) (    divorced)          ",Female,-1
               Ernest Eugene Wyman          / Jane Wyman,1917-1-5,-1,True,False,"
(8 April 1933            - 
1935) (    divorced)          ",Female,-1
               Robert Forrest          / Gena Rowlands,1930-6-19,-1,True,False,"
(2012            - 
present)          ",Female,-1
 John Cassavetes / Gena Rowlands,1930-6-19,1929-12-9,True,True,"
(19 March 1954            - 
3 February 1989) (    his death) (    3 children)          ",Female,Male
 Joe Dixon / Lesley Manville,1956-3-12,1965-0-0,True,False,"
(2000            - 
2004) (    divorced)          ",Female,Male
 Gary Oldman / Lesley Manville,1956-3-12,1958-3-21,True,True,"
(1987            - 
1990) (    divorced) (    1 child)          ",Female,Male
 Ibrahim Moussa / Nastassja Kinski,1961-1-24,1946-9-30,True,False,"
(10 September 1984            - 
18 July 1992) (    divorced) (    1 child)          ",Female,Male
 Bobby Brown / Whitney Houston,1963-8-9,1969-2-5,False,False,"
(18 July 1992            - 
24 April 2007) (    divorced) (    1 child)          ",Female,Male
 William H. Macy / Felicity Huffman,1962-12-9,1950-3-13,True,True,"
(6 September 1997            - 
present) (    2 children)          ",Female,Male
 Jim Carter / Imelda Staunton,1956-1-9,1948-8-19,True,False,"
(October 1983            - 
present) (    1 child)          ",Female,Male
 Elvira Lind / Oscar Isaac,1979-3-9,-1,True,False,"
(March 2017            - 
present) (    1 child)          ",Male,Female
 Kirsten Heder / Jon Heder,1977-10-26,-1,False,False,"
(23 November 2002            - 
present) (    3 children)          ",Male,-1
 Keleigh Sperry / Miles Teller,1987-2-20,1992-10-16,False,False,"
(1 September 2019            - 
present)          ",Male,Female
 Deborah Lin / James Gandolfini,1961-9-18,-1,True,False,"
(30 August 2008            - 
19 June 2013) (    his death) (    1 child)          ",Male,Female
 Marcy Gandolfini / James Gandolfini,1961-9-18,-1,True,False,"
(20 March 1999            - 
18 December 2002) (    divorced) (    1 child)          ",Male,-1
 Berry Berenson / Anthony Perkins,1932-4-4,1948-4-14,True,False,"
(9 August 1973            - 
12 September 1992) (    his death) (    2 children)          ",Male,Female
